Date,Open,High,Low,Close,Adj Close,Volume
2015-09-18,1.650000,1.690000,1.630000,1.690000,1.326945,34400
2015-09-21,1.650000,1.650000,1.600000,1.650000,1.295538,9500
2015-09-22,1.670000,1.670000,1.670000,1.670000,1.311242,114400
2015-09-23,1.670000,1.670000,1.550000,1.600000,1.256280,53900
2015-09-24,1.570000,1.640000,1.570000,1.640000,1.287686,1200
2015-09-25,1.550000,1.550000,1.550000,1.550000,1.217021,1100
2015-09-28,1.560000,1.600000,1.520000,1.550000,1.224923,91500
2015-09-29,1.550000,1.580000,1.510000,1.520000,1.201215,23900
2015-09-30,1.540000,1.540000,1.450000,1.450000,1.145896,28000
2015-10-01,1.540000,1.540000,1.510000,1.540000,1.217021,33300
2015-10-02,1.530000,1.530000,1.500000,1.500000,1.185410,2400
2015-10-05,1.520000,1.520000,1.500000,1.500000,1.185410,600
2015-10-06,1.500000,1.500000,1.500000,1.500000,1.185410,50000
2015-10-07,1.380000,1.500000,1.380000,1.450000,1.145896,47300
2015-10-08,1.500000,1.500000,1.470000,1.480000,1.169604,287200
2015-10-09,1.500000,1.500000,1.500000,1.500000,1.185410,1400
2015-10-13,1.400000,1.500000,1.400000,1.470000,1.161702,19400
2015-10-14,1.410000,1.450000,1.350000,1.390000,1.098480,189800
2015-10-15,1.430000,1.430000,1.390000,1.390000,1.098480,15800
2015-10-16,1.400000,1.450000,1.340000,1.390000,1.098480,1110500
2015-10-19,1.400000,1.405000,1.370000,1.405000,1.110334,1343600
2015-10-20,1.380000,1.450000,1.380000,1.450000,1.145896,153100
2015-10-21,1.400000,1.450000,1.400000,1.430000,1.130091,131800
2015-10-22,1.450000,1.550000,1.430000,1.500000,1.185410,1104400
2015-10-23,1.500000,1.510000,1.480000,1.500000,1.185410,67300
2015-10-26,1.480000,1.500000,1.450000,1.480000,1.169604,250000
2015-10-27,1.500000,1.500000,1.410000,1.490000,1.177507,1168200
2015-10-28,1.450000,1.480000,1.400000,1.480000,1.169604,3061900
2015-10-29,1.490000,1.490000,1.400000,1.410000,1.114285,124700
2015-10-30,1.450000,1.450000,1.400000,1.410000,1.114285,184100
2015-11-02,1.420000,1.450000,1.400000,1.410000,1.114285,355600
2015-11-03,1.450000,1.490000,1.450000,1.450000,1.145896,1587000
2015-11-04,1.440000,1.480000,1.400000,1.460000,1.153799,268000
2015-11-05,1.470000,1.470000,1.390000,1.430000,1.130091,489400
2015-11-06,1.440000,1.460000,1.430000,1.440000,1.137993,14100
2015-11-09,1.450000,1.460000,1.430000,1.430000,1.130091,1053900
2015-11-10,1.420000,1.420000,1.400000,1.410000,1.114285,305300
2015-11-11,1.430000,1.430000,1.430000,1.430000,1.130091,9000
2015-11-12,1.410000,1.430000,1.390000,1.390000,1.098480,125800
2015-11-13,1.420000,1.420000,1.350000,1.350000,1.066869,234900
2015-11-16,1.360000,1.360000,1.350000,1.360000,1.074772,54200
2015-11-17,1.360000,1.410000,1.350000,1.390000,1.098480,23800
2015-11-18,1.380000,1.480000,1.380000,1.410000,1.114285,2258900
2015-11-19,1.410000,1.440000,1.400000,1.410000,1.114285,80900
2015-11-20,1.410000,1.440000,1.410000,1.440000,1.137993,125100
2015-11-23,1.400000,1.440000,1.400000,1.400000,1.106382,211900
2015-11-24,1.430000,1.430000,1.400000,1.400000,1.106382,220500
2015-11-25,1.430000,1.430000,1.400000,1.410000,1.114285,91400
2015-11-26,1.400000,1.400000,1.380000,1.400000,1.106382,21800
2015-11-27,1.420000,1.420000,1.390000,1.390000,1.098480,9900
2015-11-30,1.400000,1.440000,1.390000,1.440000,1.137993,149800
2015-12-01,1.410000,1.440000,1.400000,1.400000,1.106382,526900
2015-12-02,1.400000,1.400000,1.350000,1.350000,1.066869,119600
2015-12-03,1.380000,1.380000,1.360000,1.360000,1.074772,9600
2015-12-04,1.350000,1.360000,1.290000,1.320000,1.043160,229100
2015-12-07,1.330000,1.330000,1.180000,1.200000,0.948328,171900
2015-12-08,1.250000,1.250000,1.195000,1.200000,0.948328,295900
2015-12-09,1.190000,1.230000,1.180000,1.190000,0.940425,639200
2015-12-10,1.200000,1.200000,1.110000,1.200000,0.948328,822400
2015-12-11,1.150000,1.190000,1.150000,1.190000,0.940425,109600
2015-12-14,1.190000,1.210000,1.190000,1.200000,0.948328,115200
2015-12-15,1.220000,1.260000,1.220000,1.240000,0.979939,164700
2015-12-16,1.290000,1.290000,1.200000,1.220000,0.964133,364100
2015-12-17,1.230000,1.230000,1.200000,1.210000,0.956231,287800
2015-12-18,1.250000,1.310000,1.230000,1.270000,1.003647,509700
2015-12-21,1.290000,1.300000,1.280000,1.300000,1.027355,619000
2015-12-22,1.300000,1.340000,1.280000,1.280000,1.011549,175500
2015-12-23,1.300000,1.320000,1.300000,1.300000,1.027355,75200
2015-12-24,1.370000,1.370000,1.300000,1.320000,1.043160,3900
2015-12-29,1.350000,1.370000,1.340000,1.360000,1.082976,1341600
2015-12-30,1.340000,1.400000,1.340000,1.380000,1.098902,52200
2015-12-31,1.390000,1.440000,1.390000,1.440000,1.146680,39400
2016-01-04,1.440000,1.440000,1.400000,1.400000,1.114828,9500
2016-01-05,1.390000,1.420000,1.390000,1.410000,1.122791,129100
2016-01-06,1.350000,1.430000,1.350000,1.400000,1.114828,974000
2016-01-07,1.350000,1.410000,1.330000,1.360000,1.082976,533500
2016-01-08,1.360000,1.390000,1.360000,1.390000,1.106865,92600
2016-01-11,1.350000,1.360000,1.300000,1.310000,1.043160,74000
2016-01-12,1.330000,1.330000,1.200000,1.250000,0.995382,84400
2016-01-13,1.250000,1.300000,1.250000,1.300000,1.035197,46500
2016-01-14,1.260000,1.300000,1.260000,1.270000,1.011309,4000
2016-01-15,1.250000,1.300000,1.250000,1.280000,1.019271,35100
2016-01-18,1.250000,1.300000,1.240000,1.270000,1.011309,82000
2016-01-19,1.270000,1.300000,1.270000,1.280000,1.019271,348500
2016-01-20,1.300000,1.300000,1.220000,1.250000,0.995382,73800
2016-01-21,1.250000,1.350000,1.250000,1.310000,1.043160,604000
2016-01-22,1.320000,1.350000,1.320000,1.320000,1.051124,477700
2016-01-25,1.330000,1.330000,1.300000,1.300000,1.035197,163800
2016-01-26,1.280000,1.340000,1.280000,1.330000,1.059087,121900
2016-01-27,1.340000,1.350000,1.330000,1.330000,1.059087,135300
2016-01-28,1.350000,1.350000,1.300000,1.310000,1.043160,44500
2016-01-29,1.330000,1.340000,1.300000,1.310000,1.043160,292300
2016-02-01,1.300000,1.320000,1.300000,1.300000,1.035197,187400
2016-02-02,1.280000,1.300000,1.250000,1.300000,1.035197,1906600
2016-02-03,1.370000,1.500000,1.350000,1.470000,1.170569,10053700
2016-02-04,1.470000,1.530000,1.420000,1.420000,1.130754,1603100
2016-02-05,1.420000,1.470000,1.420000,1.430000,1.138717,569000
2016-02-08,1.430000,1.440000,1.410000,1.410000,1.122791,647400
2016-02-09,1.410000,1.410000,1.370000,1.380000,1.098902,1076000
2016-02-10,1.370000,1.410000,1.370000,1.400000,1.114828,596700
2016-02-11,1.380000,1.400000,1.320000,1.360000,1.082976,1019000
2016-02-12,1.370000,1.410000,1.370000,1.380000,1.098902,571500
2016-02-16,1.380000,1.380000,1.350000,1.370000,1.090939,197300
2016-02-17,1.380000,1.420000,1.380000,1.380000,1.098902,1130800
2016-02-18,1.390000,1.400000,1.360000,1.380000,1.098902,583100
2016-02-19,1.370000,1.380000,1.370000,1.380000,1.098902,200700
2016-02-22,1.390000,1.400000,1.390000,1.400000,1.114828,572600
2016-02-23,1.400000,1.410000,1.380000,1.410000,1.122791,254200
2016-02-24,1.380000,1.440000,1.380000,1.440000,1.146680,333600
2016-02-25,1.430000,1.470000,1.420000,1.450000,1.154643,125300
2016-02-26,1.450000,1.540000,1.450000,1.520000,1.210385,385600
2016-02-29,1.520000,1.520000,1.480000,1.480000,1.178532,26600
2016-03-01,1.400000,1.470000,1.400000,1.460000,1.162607,1929100
2016-03-02,1.470000,1.470000,1.430000,1.430000,1.138717,476300
2016-03-03,1.440000,1.440000,1.430000,1.440000,1.146680,654300
2016-03-04,1.450000,1.470000,1.440000,1.470000,1.170569,450500
2016-03-07,1.470000,1.470000,1.460000,1.460000,1.162607,697500
2016-03-08,1.460000,1.460000,1.450000,1.450000,1.154643,239000
2016-03-09,1.460000,1.480000,1.440000,1.480000,1.178532,608300
2016-03-10,1.480000,1.550000,1.460000,1.530000,1.218348,423800
2016-03-11,1.500000,1.530000,1.500000,1.500000,1.194459,394000
2016-03-14,1.500000,1.540000,1.480000,1.530000,1.218348,152000
2016-03-15,1.550000,1.550000,1.480000,1.540000,1.226311,176100
2016-03-16,1.550000,1.550000,1.510000,1.510000,1.202422,668200
2016-03-17,1.530000,1.530000,1.490000,1.500000,1.194459,523100
2016-03-18,1.510000,1.520000,1.490000,1.500000,1.194459,121000
2016-03-21,1.500000,1.500000,1.440000,1.440000,1.146680,74200
2016-03-22,1.440000,1.460000,1.420000,1.440000,1.146680,413600
2016-03-23,1.440000,1.440000,1.410000,1.420000,1.130754,151700
2016-03-24,1.420000,1.480000,1.420000,1.470000,1.170569,267000
2016-03-28,1.460000,1.470000,1.420000,1.460000,1.162607,76900
2016-03-29,1.440000,1.440000,1.420000,1.420000,1.138552,76800
2016-03-30,1.420000,1.430000,1.390000,1.420000,1.138552,304600
2016-03-31,1.400000,1.410000,1.400000,1.400000,1.122517,145600
2016-04-01,1.420000,1.440000,1.410000,1.430000,1.146570,64600
2016-04-04,1.420000,1.480000,1.420000,1.460000,1.170624,76000
2016-04-05,1.440000,1.460000,1.430000,1.430000,1.146570,191300
2016-04-06,1.420000,1.450000,1.400000,1.400000,1.122517,162600
2016-04-07,1.400000,1.420000,1.360000,1.410000,1.130534,167200
2016-04-08,1.420000,1.440000,1.410000,1.430000,1.146570,53400
2016-04-11,1.450000,1.470000,1.440000,1.460000,1.170624,247900
2016-04-12,1.450000,1.470000,1.430000,1.430000,1.146570,277100
2016-04-13,1.430000,1.440000,1.400000,1.410000,1.130534,349300
2016-04-14,1.410000,1.430000,1.400000,1.420000,1.138552,125200
2016-04-15,1.420000,1.420000,1.420000,1.420000,1.138552,2900
2016-04-18,1.410000,1.410000,1.400000,1.410000,1.130534,375700
2016-04-19,1.420000,1.420000,1.400000,1.410000,1.130534,326900
2016-04-20,1.420000,1.430000,1.400000,1.410000,1.130534,243600
2016-04-21,1.410000,1.420000,1.400000,1.410000,1.130534,276800
2016-04-22,1.410000,1.420000,1.390000,1.410000,1.130534,301700
2016-04-25,1.420000,1.420000,1.400000,1.400000,1.122517,84700
2016-04-26,1.410000,1.410000,1.380000,1.400000,1.122517,289800
2016-04-27,1.410000,1.430000,1.390000,1.420000,1.138552,293500
2016-04-28,1.420000,1.420000,1.390000,1.400000,1.122517,530400
2016-04-29,1.400000,1.410000,1.400000,1.400000,1.122517,254400
2016-05-02,1.400000,1.410000,1.400000,1.400000,1.122517,57500
2016-05-03,1.400000,1.400000,1.370000,1.400000,1.122517,201200
2016-05-04,1.390000,1.400000,1.390000,1.400000,1.122517,118200
2016-05-05,1.400000,1.405000,1.350000,1.390000,1.114499,886000
2016-05-06,1.400000,1.400000,1.360000,1.370000,1.098463,97700
2016-05-09,1.350000,1.350000,1.350000,1.350000,1.082427,1800
2016-05-10,1.380000,1.440000,1.380000,1.410000,1.130534,1458300
2016-05-11,1.410000,1.450000,1.400000,1.430000,1.146570,708500
2016-05-12,1.420000,1.425000,1.410000,1.420000,1.138552,87300
2016-05-13,1.430000,1.450000,1.410000,1.420000,1.138552,428400
2016-05-16,1.420000,1.450000,1.420000,1.420000,1.138552,524300
2016-05-17,1.420000,1.420000,1.390000,1.400000,1.122517,1288600
2016-05-18,1.400000,1.480000,1.400000,1.400000,1.122517,1312900
2016-05-19,1.390000,1.440000,1.390000,1.430000,1.146570,413700
2016-05-20,1.450000,1.450000,1.430000,1.430000,1.146570,362500
2016-05-24,1.420000,1.450000,1.420000,1.450000,1.162607,479500
2016-05-25,1.440000,1.480000,1.440000,1.470000,1.178642,70700
2016-05-26,1.500000,1.500000,1.440000,1.440000,1.154588,817800
2016-05-27,1.450000,1.450000,1.390000,1.390000,1.114499,117100
2016-05-30,1.400000,1.410000,1.390000,1.400000,1.122517,44100
2016-05-31,1.400000,1.405000,1.380000,1.380000,1.106481,50000
2016-06-01,1.400000,1.400000,1.350000,1.370000,1.098463,33300
2016-06-02,1.370000,1.400000,1.370000,1.390000,1.114499,351800
2016-06-03,1.390000,1.410000,1.390000,1.410000,1.130534,139200
2016-06-06,1.420000,1.420000,1.390000,1.390000,1.114499,845900
2016-06-07,1.400000,1.420000,1.390000,1.390000,1.114499,1252400
2016-06-08,1.390000,1.400000,1.310000,1.320000,1.058373,1167500
2016-06-09,1.310000,1.340000,1.300000,1.340000,1.074409,259700
2016-06-10,1.340000,1.370000,1.320000,1.350000,1.082427,136900
2016-06-13,1.330000,1.360000,1.330000,1.340000,1.074409,161300
2016-06-14,1.330000,1.390000,1.330000,1.360000,1.090445,175900
2016-06-15,1.370000,1.380000,1.360000,1.380000,1.106481,15700
2016-06-16,1.380000,1.380000,1.380000,1.380000,1.106481,0
2016-06-17,1.380000,1.390000,1.350000,1.380000,1.106481,79000
2016-06-20,1.380000,1.380000,1.360000,1.360000,1.090445,1300
2016-06-21,1.370000,1.380000,1.350000,1.360000,1.090445,47800
2016-06-22,1.350000,1.370000,1.340000,1.340000,1.074409,21400
2016-06-23,1.340000,1.370000,1.340000,1.370000,1.098463,6400
2016-06-24,1.370000,1.370000,1.370000,1.370000,1.098463,1600
2016-06-27,1.370000,1.370000,1.340000,1.340000,1.074409,14900
2016-06-28,1.350000,1.350000,1.250000,1.270000,1.025939,1585800
2016-06-29,1.280000,1.280000,1.210000,1.250000,1.009783,327300
2016-06-30,1.250000,1.270000,1.230000,1.260000,1.017861,706100
2016-07-04,1.330000,1.340000,1.270000,1.290000,1.042096,69100
2016-07-05,1.260000,1.340000,1.260000,1.290000,1.042096,521300
2016-07-06,1.260000,1.340000,1.250000,1.330000,1.074409,95500
2016-07-07,1.280000,1.300000,1.250000,1.250000,1.009783,60800
2016-07-08,1.290000,1.310000,1.260000,1.280000,1.034017,804700
2016-07-11,1.310000,1.330000,1.270000,1.270000,1.025939,63100
2016-07-12,1.280000,1.290000,1.260000,1.260000,1.017861,310700
2016-07-13,1.280000,1.280000,1.250000,1.250000,1.009783,304700
2016-07-14,1.250000,1.260000,1.230000,1.250000,1.009783,903900
2016-07-15,1.250000,1.260000,1.240000,1.240000,1.001704,316700
2016-07-18,1.250000,1.300000,1.250000,1.260000,1.017861,1624300
2016-07-19,1.270000,1.360000,1.270000,1.330000,1.074409,1447900
2016-07-20,1.330000,1.340000,1.270000,1.320000,1.066331,586500
2016-07-21,1.330000,1.330000,1.290000,1.295000,1.046135,292600
2016-07-22,1.300000,1.310000,1.290000,1.290000,1.042096,127700
2016-07-25,1.310000,1.310000,1.290000,1.290000,1.042096,133900
2016-07-26,1.290000,1.320000,1.290000,1.310000,1.058252,38600
2016-07-27,1.300000,1.320000,1.300000,1.310000,1.058252,87500
2016-07-28,1.310000,1.340000,1.300000,1.320000,1.066331,92500
2016-07-29,1.310000,1.350000,1.310000,1.330000,1.074409,581000
2016-08-02,1.340000,1.345000,1.310000,1.330000,1.074409,96800
2016-08-03,1.320000,1.350000,1.290000,1.310000,1.058252,275900
2016-08-04,1.310000,1.330000,1.300000,1.300000,1.050174,109700
2016-08-05,1.300000,1.330000,1.300000,1.320000,1.066331,47500
2016-08-08,1.300000,1.330000,1.300000,1.330000,1.074409,156000
2016-08-09,1.310000,1.380000,1.310000,1.380000,1.114800,293500
2016-08-10,1.380000,1.380000,1.340000,1.350000,1.090565,384000
2016-08-11,1.360000,1.390000,1.360000,1.370000,1.106722,495800
2016-08-12,1.360000,1.370000,1.340000,1.350000,1.090565,177300
2016-08-15,1.390000,1.490000,1.370000,1.390000,1.122878,503700
2016-08-16,1.480000,1.480000,1.390000,1.410000,1.139035,1249600
2016-08-17,1.440000,1.500000,1.410000,1.430000,1.155191,823000
2016-08-18,1.440000,1.530000,1.440000,1.490000,1.203661,2547100
2016-08-19,1.500000,1.510000,1.460000,1.470000,1.187504,951200
2016-08-22,1.470000,1.480000,1.430000,1.440000,1.163270,517800
2016-08-23,1.440000,1.440000,1.410000,1.430000,1.155191,183500
2016-08-24,1.420000,1.440000,1.410000,1.425000,1.151152,78000
2016-08-25,1.420000,1.475000,1.420000,1.470000,1.187504,2272500
2016-08-26,1.470000,1.475000,1.460000,1.470000,1.187504,1571100
2016-08-29,1.450000,1.490000,1.450000,1.470000,1.187504,684200
2016-08-30,1.490000,1.500000,1.460000,1.460000,1.179426,3161500
2016-08-31,1.460000,1.460000,1.430000,1.430000,1.155191,207400
2016-09-01,1.420000,1.440000,1.410000,1.440000,1.163270,474000
2016-09-02,1.450000,1.460000,1.430000,1.430000,1.155191,1124600
2016-09-06,1.440000,1.450000,1.420000,1.420000,1.147113,239900
2016-09-07,1.430000,1.430000,1.380000,1.410000,1.139035,383300
2016-09-08,1.410000,1.430000,1.370000,1.420000,1.147113,567800
2016-09-09,1.400000,1.460000,1.380000,1.460000,1.179426,7569600
2016-09-12,1.430000,1.470000,1.430000,1.460000,1.179426,203300
2016-09-13,1.450000,1.480000,1.440000,1.440000,1.163270,313200
2016-09-14,1.430000,1.470000,1.430000,1.470000,1.187504,64100
2016-09-15,1.460000,1.490000,1.430000,1.450000,1.171348,158400
2016-09-16,1.430000,1.450000,1.420000,1.440000,1.163270,92900
2016-09-19,1.450000,1.470000,1.430000,1.440000,1.163270,62300
2016-09-20,1.440000,1.510000,1.440000,1.490000,1.203661,1005600
2016-09-21,1.480000,1.500000,1.450000,1.470000,1.187504,433800
2016-09-22,1.520000,1.570000,1.490000,1.530000,1.235974,2080900
2016-09-23,1.560000,1.560000,1.490000,1.500000,1.211739,839500
2016-09-26,1.520000,1.530000,1.500000,1.500000,1.211739,429000
2016-09-27,1.500000,1.530000,1.480000,1.500000,1.211739,190700
2016-09-28,1.490000,1.510000,1.470000,1.490000,1.211739,454100
2016-09-29,1.480000,1.490000,1.430000,1.440000,1.171077,263600
2016-09-30,1.430000,1.510000,1.430000,1.505000,1.223938,1974600
2016-10-03,1.520000,1.520000,1.450000,1.450000,1.179209,408800
2016-10-04,1.450000,1.505000,1.450000,1.480000,1.203607,153400
2016-10-05,1.480000,1.500000,1.480000,1.490000,1.211739,145400
2016-10-06,1.490000,1.530000,1.460000,1.480000,1.203607,1998300
2016-10-07,1.490000,1.500000,1.460000,1.480000,1.203607,125000
2016-10-11,1.500000,1.500000,1.480000,1.480000,1.203607,88600
2016-10-12,1.480000,1.500000,1.450000,1.470000,1.195474,396000
2016-10-13,1.480000,1.490000,1.460000,1.480000,1.203607,414500
2016-10-14,1.460000,1.490000,1.460000,1.490000,1.211739,246500
2016-10-17,1.500000,1.500000,1.460000,1.490000,1.211739,425400
2016-10-18,1.500000,1.500000,1.480000,1.490000,1.211739,475800
2016-10-19,1.500000,1.540000,1.480000,1.520000,1.236137,3338300
2016-10-20,1.520000,1.520000,1.480000,1.500000,1.219872,2406400
2016-10-21,1.500000,1.650000,1.500000,1.650000,1.341859,131700
2016-10-24,1.660000,1.660000,1.550000,1.620000,1.317461,702500
2016-10-25,1.640000,1.640000,1.580000,1.630000,1.325594,1380400
2016-10-26,1.620000,1.620000,1.560000,1.560000,1.268666,53500
2016-10-27,1.620000,1.630000,1.600000,1.600000,1.301196,374600
2016-10-28,1.660000,1.660000,1.580000,1.600000,1.301196,169500
2016-10-31,1.610000,1.610000,1.580000,1.590000,1.293064,81700
2016-11-01,1.620000,1.620000,1.550000,1.570000,1.276799,1869200
2016-11-02,1.560000,1.580000,1.540000,1.540000,1.252401,754400
2016-11-03,1.570000,1.580000,1.540000,1.550000,1.260534,369200
2016-11-04,1.550000,1.560000,1.530000,1.530000,1.244269,139900
2016-11-07,1.550000,1.600000,1.550000,1.580000,1.284931,277200
2016-11-08,1.600000,1.600000,1.490000,1.550000,1.260534,654200
2016-11-09,1.510000,1.590000,1.510000,1.570000,1.276799,678700
2016-11-10,1.590000,1.600000,1.550000,1.600000,1.301196,261200
2016-11-11,1.600000,1.600000,1.500000,1.530000,1.244269,219900
2016-11-14,1.540000,1.540000,1.490000,1.500000,1.219872,345300
2016-11-15,1.530000,1.530000,1.480000,1.500000,1.219872,1054800
2016-11-16,1.510000,1.590000,1.510000,1.550000,1.260534,970200
2016-11-17,1.570000,1.630000,1.560000,1.580000,1.284931,940500
2016-11-18,1.610000,1.610000,1.560000,1.560000,1.268666,137300
2016-11-21,1.580000,1.620000,1.580000,1.610000,1.309329,511500
2016-11-22,1.600000,1.690000,1.600000,1.660000,1.349991,1962000
2016-11-23,1.660000,1.660000,1.610000,1.610000,1.309329,218800
2016-11-24,1.660000,1.660000,1.630000,1.650000,1.341859,267400
2016-11-25,1.680000,1.680000,1.630000,1.650000,1.341859,74800
2016-11-28,1.670000,1.670000,1.600000,1.630000,1.325594,797800
2016-11-29,1.610000,1.670000,1.610000,1.630000,1.325594,538200
2016-11-30,1.640000,1.740000,1.640000,1.660000,1.349991,532200
2016-12-01,1.730000,1.740000,1.700000,1.710000,1.390654,417700
2016-12-02,1.740000,1.740000,1.680000,1.690000,1.374389,79800
2016-12-05,1.680000,1.690000,1.610000,1.690000,1.374389,480100
2016-12-06,1.700000,1.710000,1.670000,1.670000,1.358124,459000
2016-12-07,1.690000,1.740000,1.670000,1.680000,1.366256,436900
2016-12-08,1.700000,1.700000,1.670000,1.670000,1.358124,43100
2016-12-09,1.690000,1.700000,1.670000,1.670000,1.358124,117600
2016-12-12,1.720000,1.720000,1.660000,1.680000,1.366256,105600
2016-12-13,1.730000,1.730000,1.630000,1.650000,1.341859,97500
2016-12-14,1.650000,1.650000,1.630000,1.640000,1.333726,9400
2016-12-15,1.620000,1.680000,1.620000,1.660000,1.349991,119500
2016-12-16,1.680000,1.690000,1.640000,1.690000,1.374389,113900
2016-12-19,1.680000,1.700000,1.600000,1.600000,1.301196,651300
2016-12-20,1.570000,1.610000,1.570000,1.600000,1.301196,3009000
2016-12-21,1.610000,1.610000,1.590000,1.605000,1.305263,417000
2016-12-22,1.610000,1.630000,1.605000,1.610000,1.309329,203200
2016-12-23,1.620000,1.650000,1.600000,1.640000,1.333726,768000
2016-12-28,1.610000,1.640000,1.600000,1.620000,1.325544,329100
2016-12-29,1.610000,1.620000,1.600000,1.610000,1.317361,53600
2016-12-30,1.610000,1.620000,1.590000,1.590000,1.300997,304800
2017-01-03,1.600000,1.620000,1.590000,1.590000,1.300997,506100
2017-01-04,1.590000,1.610000,1.560000,1.580000,1.292814,340400
2017-01-05,1.590000,1.610000,1.580000,1.590000,1.300997,80100
2017-01-06,1.600000,1.600000,1.570000,1.570000,1.284632,271100
2017-01-09,1.580000,1.580000,1.520000,1.540000,1.260085,439200
2017-01-10,1.530000,1.560000,1.530000,1.540000,1.260085,169500
2017-01-11,1.550000,1.580000,1.540000,1.560000,1.276450,273400
2017-01-12,1.560000,1.620000,1.560000,1.600000,1.309179,911200
2017-01-13,1.590000,1.590000,1.560000,1.570000,1.284632,414200
2017-01-16,1.580000,1.580000,1.560000,1.570000,1.284632,235400
2017-01-17,1.570000,1.590000,1.550000,1.580000,1.292814,333800
2017-01-18,1.560000,1.610000,1.560000,1.590000,1.300997,498400
2017-01-19,1.610000,1.610000,1.580000,1.590000,1.300997,383600
2017-01-20,1.570000,1.610000,1.560000,1.590000,1.300997,569200
2017-01-23,1.590000,1.600000,1.570000,1.570000,1.284632,402800
2017-01-24,1.590000,1.610000,1.560000,1.570000,1.284632,797400
2017-01-25,1.600000,1.600000,1.570000,1.580000,1.292814,389200
2017-01-26,1.590000,1.600000,1.580000,1.580000,1.292814,336700
2017-01-27,1.600000,1.600000,1.580000,1.590000,1.300997,399800
